iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients
PHL,Asia,Philippines,01/12/2020,432925,1295,1600.429,8418,26,33.286,3950.727,11.818,14.605,76.82,0.237,0.304,0.97,
PHL,Asia,Philippines,02/12/2020,434357,1432,1634.571,8436,18,31.571,3963.795,13.068,14.917,76.984,0.164,0.288,0.94,
PHL,Asia,Philippines,03/12/2020,435413,1056,1588,8446,10,29.143,3973.432,9.637,14.492,77.075,0.091,0.266,0.92,
PHL,Asia,Philippines,04/12/2020,436345,932,1489.571,8509,63,36.286,3981.937,8.505,13.593,77.65,0.575,0.331,0.92,
PHL,Asia,Philippines,05/12/2020,438069,1724,1467.429,8526,17,27.571,3997.67,15.733,13.391,77.805,0.155,0.252,0.95,
PHL,Asia,Philippines,06/12/2020,439834,1765,1424.286,8554,28,25.857,4013.777,16.107,12.998,78.061,0.256,0.236,0.97,
PHL,Asia,Philippines,07/12/2020,441399,1565,1395.571,8572,18,25.714,4028.058,14.282,12.736,78.225,0.164,0.235,0.97,
PHL,Asia,Philippines,08/12/2020,442785,1386,1408.571,8670,98,36,4040.706,12.648,12.854,79.119,0.894,0.329,0.98,
PHL,Asia,Philippines,09/12/2020,444164,1379,1401,8677,7,34.429,4053.291,12.584,12.785,79.183,0.064,0.314,0.97,
PHL,Asia,Philippines,10/12/2020,445540,1376,1446.714,8701,24,36.429,4065.848,12.557,13.202,79.402,0.219,0.332,0.95,
PHL,Asia,Philippines,11/12/2020,447039,1499,1527.714,8709,8,28.571,4079.527,13.679,13.941,79.475,0.073,0.261,0.93,
PHL,Asia,Philippines,12/12/2020,448331,1292,1466,8730,21,29.143,4091.317,11.79,13.378,79.667,0.192,0.266,0.93,
PHL,Asia,Philippines,13/12/2020,449400,1069,1366.571,8733,3,25.571,4101.073,9.755,12.471,79.694,0.027,0.233,0.93,
PHL,Asia,Philippines,14/12/2020,450733,1333,1333.429,8757,24,26.429,4113.237,12.165,12.168,79.913,0.219,0.241,0.96,
PHL,Asia,Philippines,15/12/2020,451839,1106,1293.429,8812,55,20.286,4123.33,10.093,11.803,80.415,0.502,0.185,0.98,
PHL,Asia,Philippines,16/12/2020,452988,1149,1260.571,8833,21,22.286,4133.816,10.485,11.504,80.607,0.192,0.203,1.01,
PHL,Asia,Philippines,17/12/2020,454447,1459,1272.429,8850,17,21.286,4147.13,13.314,11.612,80.762,0.155,0.194,1.03,
PHL,Asia,Philippines,18/12/2020,456562,2115,1360.429,8875,25,23.714,4166.431,19.301,12.415,80.99,0.228,0.216,1.05,
PHL,Asia,Philippines,19/12/2020,458044,1482,1387.571,8911,36,25.857,4179.955,13.524,12.663,81.319,0.329,0.236,1.05,
PHL,Asia,Philippines,20/12/2020,459789,1745,1484.143,8947,36,30.571,4195.879,15.924,13.544,81.647,0.329,0.279,1.05,
PHL,Asia,Philippines,21/12/2020,461505,1716,1538.857,8957,10,28.571,4211.539,15.66,14.043,81.739,0.091,0.261,1.04,
PHL,Asia,Philippines,22/12/2020,462815,1310,1568,9021,64,29.857,4223.493,11.955,14.309,82.323,0.584,0.272,1.02,
PHL,Asia,Philippines,23/12/2020,464004,1189,1573.714,9048,27,30.714,4234.344,10.85,14.361,82.569,0.246,0.28,1,
PHL,Asia,Philippines,24/12/2020,465724,1720,1611,9055,7,29.286,4250.04,15.696,14.701,82.633,0.064,0.267,0.98,
PHL,Asia,Philippines,25/12/2020,467601,1877,1577,9062,7,26.714,4267.169,17.129,14.391,82.697,0.064,0.244,0.95,
PHL,Asia,Philippines,26/12/2020,469005,1404,1565.857,9067,5,22.286,4279.981,12.812,14.289,82.742,0.046,0.203,0.91,
PHL,Asia,Philippines,27/12/2020,469886,881,1442.429,9109,42,23.143,4288.021,8.04,13.163,83.126,0.383,0.211,0.88,
PHL,Asia,Philippines,28/12/2020,470650,764,1306.429,9124,15,23.857,4294.993,6.972,11.922,83.263,0.137,0.218,0.87,
PHL,Asia,Philippines,29/12/2020,471526,876,1244.429,9162,38,20.143,4302.987,7.994,11.356,83.609,0.347,0.184,0.89,
PHL,Asia,Philippines,30/12/2020,472532,1006,1218.286,9230,68,26,4312.168,9.18,11.118,84.23,0.621,0.237,0.92,
PHL,Asia,Philippines,31/12/2020,474064,1532,1191.429,9244,14,27,4326.148,13.981,10.873,84.358,0.128,0.246,0.95,
PHL,Asia,Philippines,01/01/2021,475820,1756,1174.143,9248,4,26.571,4342.173,16.025,10.715,84.394,0.037,0.242,0.95,
PHL,Asia,Philippines,02/01/2021,476916,1096,1130.143,9253,5,26.571,4352.174,10.002,10.313,84.44,0.046,0.242,0.94,
PHL,Asia,Philippines,03/01/2021,477807,891,1131.571,9257,4,21.143,4360.305,8.131,10.326,84.476,0.037,0.193,0.94,
PHL,Asia,Philippines,04/01/2021,478761,954,1158.714,9263,6,19.857,4369.011,8.706,10.574,84.531,0.055,0.181,0.97,
PHL,Asia,Philippines,05/01/2021,479693,932,1166.714,9321,58,22.714,4377.516,8.505,10.647,85.06,0.529,0.207,1.01,
PHL,Asia,Philippines,06/01/2021,480737,1044,1172.143,9347,26,16.714,4387.044,9.527,10.697,85.298,0.237,0.153,1.06,
PHL,Asia,Philippines,07/01/2021,482083,1346,1145.571,9356,9,16,4399.327,12.283,10.454,85.38,0.082,0.146,1.11,
PHL,Asia,Philippines,08/01/2021,483852,1769,1147.429,9364,8,16.571,4415.47,16.143,10.471,85.453,0.073,0.151,1.16,
PHL,Asia,Philippines,09/01/2021,485797,1945,1268.714,9398,34,20.714,4433.219,17.749,11.578,85.763,0.31,0.189,1.2,
PHL,Asia,Philippines,10/01/2021,487690,1893,1411.857,9405,7,21.143,4450.494,17.275,12.884,85.827,0.064,0.193,1.22,
PHL,Asia,Philippines,11/01/2021,489736,2046,1567.857,9416,11,21.857,4469.165,18.671,14.308,85.927,0.1,0.199,1.22,
PHL,Asia,Philippines,12/01/2021,491258,1522,1652.143,9554,138,33.286,4483.055,13.889,15.077,87.187,1.259,0.304,1.2,
PHL,Asia,Philippines,13/01/2021,492700,1442,1709,9699,145,50.286,4496.214,13.159,15.596,88.51,1.323,0.459,1.18,
PHL,Asia,Philippines,14/01/2021,494605,1905,1788.857,9739,40,54.714,4513.598,17.384,16.325,88.875,0.365,0.499,1.16,
PHL,Asia,Philippines,15/01/2021,496646,2041,1827.714,9876,137,73.143,4532.224,18.625,16.679,90.125,1.25,0.667,1.15,
PHL,Asia,Philippines,16/01/2021,498691,2045,1842,9884,8,69.429,4550.886,18.662,16.809,90.198,0.073,0.634,1.13,
PHL,Asia,Philippines,17/01/2021,500577,1886,1841,9895,11,70,4568.097,17.211,16.8,90.298,0.1,0.639,1.12,
PHL,Asia,Philippines,18/01/2021,502736,2159,1857.143,9909,14,70.429,4587.799,19.702,16.948,90.426,0.128,0.643,1.11,
PHL,Asia,Philippines,19/01/2021,504084,1348,1832.286,9978,69,60.571,4600.1,12.301,16.721,91.056,0.63,0.553,1.09,
PHL,Asia,Philippines,20/01/2021,505939,1855,1891.286,10042,64,49,4617.029,16.928,17.259,91.64,0.584,0.447,1.08,
PHL,Asia,Philippines,21/01/2021,507717,1778,1873.143,10116,74,53.857,4633.254,16.225,17.094,92.315,0.675,0.491,1.05,
PHL,Asia,Philippines,22/01/2021,509887,2170,1891.571,10136,20,37.143,4653.057,19.803,17.262,92.498,0.183,0.339,1.03,
PHL,Asia,Philippines,23/01/2021,511679,1792,1855.429,10190,54,43.714,4669.41,16.353,16.932,92.991,0.493,0.399,1.01,
PHL,Asia,Philippines,24/01/2021,513619,1940,1863.143,10242,52,49.571,4687.114,17.704,17.002,93.465,0.475,0.452,1,
PHL,Asia,Philippines,25/01/2021,514996,1377,1751.429,10292,50,54.714,4699.68,12.566,15.983,93.921,0.456,0.499,0.99,
PHL,Asia,Philippines,26/01/2021,516166,1170,1726,10386,94,58.286,4710.357,10.677,15.751,94.779,0.858,0.532,1,
PHL,Asia,Philippines,27/01/2021,518407,2241,1781.143,10481,95,62.714,4730.807,20.451,16.254,95.646,0.867,0.572,1.01,
PHL,Asia,Philippines,28/01/2021,519575,1168,1694,10552,71,62.286,4741.466,10.659,15.459,96.294,0.648,0.568,0.99,
PHL,Asia,Philippines,29/01/2021,521413,1838,1646.571,10600,48,66.286,4758.239,16.773,15.026,96.732,0.438,0.605,0.99,
PHL,Asia,Philippines,30/01/2021,523516,2103,1691,10669,69,68.429,4777.43,19.191,15.431,97.362,0.63,0.624,1,
PHL,Asia,Philippines,31/01/2021,525618,2102,1714.143,10749,80,72.429,4796.612,19.182,15.643,98.092,0.73,0.661,1.01,
PHL,Asia,Philippines,01/02/2021,527272,1654,1753.714,10807,58,73.571,4811.706,15.094,16.004,98.621,0.529,0.671,1,
PHL,Asia,Philippines,02/02/2021,528853,1581,1812.429,10874,67,69.714,4826.134,14.428,16.54,99.232,0.611,0.636,1,
PHL,Asia,Philippines,03/02/2021,530118,1265,1673,10942,68,65.857,4837.678,11.544,15.267,99.853,0.621,0.601,0.98,
PHL,Asia,Philippines,04/02/2021,531699,1581,1732,10997,55,63.571,4852.106,14.428,15.806,100.355,0.502,0.58,0.98,
PHL,Asia,Philippines,05/02/2021,533587,1888,1739.143,11058,61,65.429,4869.335,17.229,15.871,100.912,0.557,0.597,0.98,
PHL,Asia,Philippines,06/02/2021,535521,1934,1715,11110,52,63,4886.984,17.649,15.651,101.386,0.475,0.575,0.98,
PHL,Asia,Philippines,07/02/2021,537310,1789,1670.286,11179,69,61.429,4903.31,16.326,15.242,102.016,0.63,0.561,0.98,
PHL,Asia,Philippines,08/02/2021,538995,1685,1674.714,11231,52,60.571,4918.686,15.377,15.283,102.49,0.475,0.553,0.99,
PHL,Asia,Philippines,09/02/2021,540227,1232,1624.857,11296,65,60.286,4929.929,11.243,14.828,103.083,0.593,0.55,0.99,
PHL,Asia,Philippines,10/02/2021,541560,1333,1634.571,11401,105,65.571,4942.094,12.165,14.917,104.042,0.958,0.598,1,
PHL,Asia,Philippines,11/02/2021,543282,1722,1654.714,11469,68,67.429,4957.808,15.714,15.1,104.662,0.621,0.615,1.01,
PHL,Asia,Philippines,12/02/2021,545300,2018,1673.286,11495,26,62.429,4976.224,18.416,15.27,104.899,0.237,0.57,1.01,
PHL,Asia,Philippines,13/02/2021,547255,1955,1676.286,11507,12,56.714,4994.064,17.841,15.297,105.009,0.11,0.518,1.01,
PHL,Asia,Philippines,14/02/2021,549176,1921,1695.143,11515,8,48,5011.595,17.53,15.469,105.082,0.073,0.438,1.02,
PHL,Asia,Philippines,15/02/2021,550860,1684,1695,11517,2,40.857,5026.962,15.368,15.468,105.1,0.018,0.373,1.02,
PHL,Asia,Philippines,16/02/2021,552246,1386,1717,11524,7,32.571,5039.611,12.648,15.669,105.164,0.064,0.297,1.02,
PHL,Asia,Philippines,17/02/2021,553424,1178,1694.857,11577,53,25.143,5050.361,10.75,15.467,105.648,0.484,0.229,1.03,
PHL,Asia,Philippines,18/02/2021,555163,1739,1697.286,11673,96,29.143,5066.23,15.87,15.489,106.524,0.876,0.266,1.04,
PHL,Asia,Philippines,19/02/2021,557058,1895,1679.714,11829,156,47.714,5083.523,17.293,15.329,107.947,1.424,0.435,1.05,
PHL,Asia,Philippines,20/02/2021,559288,2230,1719,12068,239,80.143,5103.874,20.35,15.687,110.128,2.181,0.731,1.08,
PHL,Asia,Philippines,21/02/2021,561169,1881,1713.286,12088,20,81.857,5121.039,17.165,15.635,110.311,0.183,0.747,1.09,
PHL,Asia,Philippines,22/02/2021,563456,2287,1799.429,12094,6,82.429,5141.909,20.87,16.421,110.366,0.055,0.752,1.11,
PHL,Asia,Philippines,23/02/2021,564865,1409,1802.714,12107,13,83.286,5154.767,12.858,16.451,110.484,0.119,0.76,1.12,
PHL,Asia,Philippines,24/02/2021,566420,1555,1856.571,12129,22,78.857,5168.958,14.19,16.942,110.685,0.201,0.72,1.14,
PHL,Asia,Philippines,25/02/2021,568680,2260,1931,12201,72,75.429,5189.582,20.624,17.622,111.342,0.657,0.688,1.15,
PHL,Asia,Philippines,26/02/2021,571327,2647,2038.429,12247,46,59.714,5213.737,24.156,18.602,111.762,0.42,0.545,1.16,
PHL,Asia,Philippines,27/02/2021,574247,2920,2137,12289,42,31.571,5240.384,26.647,19.502,112.145,0.383,0.288,1.16,
PHL,Asia,Philippines,28/02/2021,576352,2105,2169,12318,29,32.857,5259.594,19.21,19.794,112.41,0.265,0.3,1.15,
PHL,Asia,Philippines,01/03/2021,578381,2029,2132.143,12322,4,32.571,5278.11,18.516,19.457,112.446,0.037,0.297,1.16,
PHL,Asia,Philippines,02/03/2021,580442,2061,2225.286,12369,47,37.429,5296.918,18.808,20.307,112.875,0.429,0.342,1.18,
PHL,Asia,Philippines,03/03/2021,582223,1781,2257.571,12389,20,37.143,5313.171,16.253,20.602,113.058,0.183,0.339,1.19,
PHL,Asia,Philippines,04/03/2021,584667,2444,2283.857,12404,15,29,5335.474,22.303,20.842,113.195,0.137,0.265,1.21,
PHL,Asia,Philippines,05/03/2021,587704,3037,2339.571,12423,19,25.143,5363.188,27.715,21.35,113.368,0.173,0.229,1.24,
PHL,Asia,Philippines,06/03/2021,591138,3434,2413,12465,42,25.143,5394.526,31.338,22.02,113.751,0.383,0.229,1.26,
PHL,Asia,Philippines,07/03/2021,594412,3274,2580,12516,51,28.286,5424.403,29.877,23.544,114.217,0.465,0.258,1.29,
PHL,Asia,Philippines,08/03/2021,597763,3351,2768.857,12521,5,28.429,5454.983,30.58,25.268,114.262,0.046,0.259,1.3,
PHL,Asia,Philippines,09/03/2021,600428,2665,2855.143,12528,7,22.714,5479.303,24.32,26.055,114.326,0.064,0.207,1.31,
PHL,Asia,Philippines,10/03/2021,603308,2880,3012.143,12545,17,22.286,5505.585,26.282,27.488,114.481,0.155,0.203,1.33,
PHL,Asia,Philippines,11/03/2021,607048,3740,3197.286,12608,63,29.143,5539.715,34.13,29.177,115.056,0.575,0.266,1.35,
PHL,Asia,Philippines,12/03/2021,611618,4570,3416.286,12694,86,38.714,5581.419,41.704,31.176,115.841,0.785,0.353,1.36,
PHL,Asia,Philippines,13/03/2021,616611,4993,3639,12766,72,43,5626.984,45.564,33.208,116.498,0.657,0.392,1.38,
PHL,Asia,Philippines,14/03/2021,621498,4887,3869.429,12829,63,44.714,5671.581,44.597,35.311,117.073,0.575,0.408,1.39,
PHL,Asia,Philippines,15/03/2021,626893,5395,4161.429,12837,8,45.143,5720.814,49.233,37.976,117.146,0.073,0.412,1.4,
PHL,Asia,Philippines,16/03/2021,631320,4427,4413.143,12848,11,45.714,5761.213,40.399,40.273,117.247,0.1,0.417,1.4,
PHL,Asia,Philippines,17/03/2021,635698,4378,4627.143,12866,18,45.857,5801.165,39.952,42.226,117.411,0.164,0.418,1.4,
PHL,Asia,Philippines,18/03/2021,640984,5286,4848,12887,21,39.857,5849.404,48.238,44.241,117.602,0.192,0.364,1.4,
PHL,Asia,Philippines,19/03/2021,648066,7082,5206.857,12900,13,29.429,5914.032,64.628,47.516,117.721,0.119,0.269,1.41,
PHL,Asia,Philippines,20/03/2021,656056,7990,5635,12930,30,23.429,5986.946,72.914,51.423,117.995,0.274,0.214,1.41,
PHL,Asia,Philippines,21/03/2021,663794,7738,6042.286,12968,38,19.857,6057.56,70.614,55.14,118.342,0.347,0.181,1.41,
PHL,Asia,Philippines,22/03/2021,671792,7998,6414.143,12972,4,19.286,6130.547,72.987,58.533,118.378,0.037,0.176,1.39,
PHL,Asia,Philippines,23/03/2021,677653,5861,6619,12992,20,20.571,6184.033,53.486,60.403,118.561,0.183,0.188,1.37,
PHL,Asia,Philippines,24/03/2021,684311,6658,6944.714,13039,47,24.714,6244.791,60.759,63.375,118.99,0.429,0.226,1.36,
PHL,Asia,Philippines,25/03/2021,693048,8737,7437.714,13095,56,29.714,6324.522,79.731,67.874,119.501,0.511,0.271,1.35,
PHL,Asia,Philippines,26/03/2021,702856,9808,7827.143,13149,54,35.571,6414.027,89.504,71.428,119.993,0.493,0.325,1.32,
PHL,Asia,Philippines,27/03/2021,712442,9586,8055.143,13159,10,32.714,6501.505,87.479,73.509,120.085,0.091,0.299,1.3,
PHL,Asia,Philippines,28/03/2021,721892,9450,8299.714,13170,11,28.857,6587.743,86.238,75.74,120.185,0.1,0.263,1.29,
PHL,Asia,Philippines,29/03/2021,731894,10002,8586,13186,16,30.571,6679.018,91.275,78.353,120.331,0.146,0.279,1.28,
PHL,Asia,Philippines,30/03/2021,741181,9287,9075.429,13191,5,28.429,6763.768,84.75,82.819,120.377,0.046,0.259,1.26,
PHL,Asia,Philippines,31/03/2021,747288,6107,8996.714,13297,106,36.857,6819.498,55.73,82.101,121.344,0.967,0.336,1.24,
PHL,Asia,Philippines,01/04/2021,756199,8911,9021.571,13303,6,29.714,6900.817,81.319,82.328,121.399,0.055,0.271,1.23,
PHL,Asia,Philippines,02/04/2021,771497,15298,9805.857,13320,17,24.429,7040.421,139.604,89.485,121.554,0.155,0.223,1.23,
PHL,Asia,Philippines,03/04/2021,784043,12546,10228.714,13423,103,37.714,7154.912,114.491,93.344,122.494,0.94,0.344,1.2,
PHL,Asia,Philippines,04/04/2021,795051,11008,10451.286,13425,2,36.429,7255.367,100.455,95.375,122.512,0.018,0.332,1.16,
PHL,Asia,Philippines,05/04/2021,803398,8347,10214.857,13435,10,35.571,7331.539,76.172,93.217,122.603,0.091,0.325,1.12,
PHL,Asia,Philippines,06/04/2021,812760,9362,10225.571,13817,382,89.429,7416.973,85.434,93.315,126.089,3.486,0.816,1.11,
PHL,Asia,Philippines,07/04/2021,819164,6404,10268,14059,242,108.857,7475.414,58.441,93.702,128.298,2.208,0.993,1.09,
PHL,Asia,Philippines,08/04/2021,828366,9202,10309.571,14119,60,116.571,7559.389,83.974,94.082,128.845,0.548,1.064,1.08,
PHL,Asia,Philippines,09/04/2021,840554,12188,9865.286,14520,401,171.429,7670.612,111.224,90.027,132.505,3.659,1.564,1.08,
PHL,Asia,Philippines,10/04/2021,853209,12655,9880.857,14744,224,188.714,7786.097,115.485,90.169,134.549,2.044,1.722,1.08,
PHL,Asia,Philippines,11/04/2021,864868,11659,9973.857,14945,201,217.143,7892.493,106.396,91.018,136.383,1.834,1.982,1.08,
PHL,Asia,Philippines,12/04/2021,876225,11357,10403.857,15149,204,244.857,7996.134,103.64,94.942,138.245,1.862,2.234,1.07,
PHL,Asia,Philippines,13/04/2021,884783,8558,10289,15286,137,209.857,8074.231,78.097,93.894,139.495,1.25,1.915,1.05,
PHL,Asia,Philippines,14/04/2021,892880,8097,10530.857,15447,161,198.286,8148.122,73.89,96.101,140.964,1.469,1.809,1.03,
PHL,Asia,Philippines,15/04/2021,904285,11405,10845.571,15594,147,210.714,8252.2,104.078,98.973,142.306,1.341,1.923,1.01,
PHL,Asia,Philippines,16/04/2021,914971,10686,10631,15738,144,174,8349.717,97.517,97.015,143.62,1.314,1.588,0.99,
PHL,Asia,Philippines,17/04/2021,926052,11081,10406.143,15810,72,152.286,8450.838,101.121,94.963,144.277,0.657,1.39,0.98,
PHL,Asia,Philippines,18/04/2021,936133,10081,10180.714,15960,150,145,8542.834,91.996,92.906,145.646,1.369,1.323,0.97,
PHL,Asia,Philippines,19/04/2021,945745,9612,9931.429,16048,88,128.429,8630.55,87.716,90.631,146.449,0.803,1.172,0.96,
PHL,Asia,Philippines,20/04/2021,953106,7361,9760.429,16141,93,122.143,8697.724,67.174,89.07,147.297,0.849,1.115,0.95,
PHL,Asia,Philippines,21/04/2021,962307,9201,9918.143,16265,124,116.857,8781.689,83.965,90.51,148.429,1.132,1.066,0.94,
PHL,Asia,Philippines,22/04/2021,971049,8742,9537.714,16370,105,110.857,8861.465,79.777,87.038,149.387,0.958,1.012,0.92,
PHL,Asia,Philippines,23/04/2021,979740,8691,9252.714,16529,159,113,8940.777,79.311,84.437,150.838,1.451,1.031,0.9,
PHL,Asia,Philippines,24/04/2021,989380,9640,9046.857,16674,145,123.429,9028.748,87.971,82.559,152.161,1.323,1.126,0.9,
PHL,Asia,Philippines,25/04/2021,997523,8143,8770,16783,109,117.571,9103.058,74.31,80.032,153.156,0.995,1.073,0.91,
PHL,Asia,Philippines,26/04/2021,1006428,8905,8669,16853,70,115,9184.322,81.264,79.11,153.795,0.639,1.049,0.92,
PHL,Asia,Philippines,27/04/2021,1013618,7190,8644.571,16916,63,110.714,9249.936,65.614,78.887,154.37,0.575,1.01,0.92,
PHL,Asia,Philippines,28/04/2021,1020495,6877,8312.571,17031,115,109.429,9312.693,62.757,75.858,155.419,1.049,0.999,0.91,
PHL,Asia,Philippines,29/04/2021,1028738,8243,8241.286,17145,114,110.714,9387.916,75.223,75.207,156.459,1.04,1.01,0.91,
PHL,Asia,Philippines,30/04/2021,1037460,8722,8245.714,17234,89,100.714,9467.51,79.594,75.248,157.272,0.812,0.919,0.9,
PHL,Asia,Philippines,01/05/2021,1046653,9193,8181.857,17354,120,97.143,9551.402,83.892,74.665,158.367,1.095,0.886,0.9,
PHL,Asia,Philippines,02/05/2021,1054983,8330,8208.571,17431,77,92.571,9627.419,76.017,74.909,159.069,0.703,0.845,0.89,
PHL,Asia,Philippines,03/05/2021,1062225,7242,7971,17525,94,96,9693.507,66.088,72.741,159.927,0.858,0.876,0.88,
PHL,Asia,Philippines,04/05/2021,1067892,5667,7753.429,17622,97,100.857,9745.222,51.715,70.755,160.812,0.885,0.92,0.88,
PHL,Asia,Philippines,05/05/2021,1073555,5663,7580,17800,178,109.857,9796.901,51.679,69.173,162.437,1.624,1.003,0.87,
PHL,Asia,Philippines,06/05/2021,1080172,6617,7347.714,17991,191,120.857,9857.285,60.385,67.053,164.18,1.743,1.103,0.86,
PHL,Asia,Philippines,07/05/2021,1087885,7713,7203.571,18099,108,123.571,9927.671,70.386,65.737,165.165,0.986,1.128,0.86,
PHL,Asia,Philippines,08/05/2021,1094849,6964,6885.143,18269,170,130.714,9991.222,63.551,62.831,166.717,1.551,1.193,0.87,
PHL,Asia,Philippines,09/05/2021,1101990,7141,6715.286,18472,203,148.714,10056.389,65.166,61.281,168.569,1.853,1.357,0.88,
PHL,Asia,Philippines,10/05/2021,1108826,6836,6657.286,18562,90,148.143,10118.772,62.383,60.752,169.391,0.821,1.352,0.88,
PHL,Asia,Philippines,11/05/2021,1113547,4721,6522.143,18620,58,142.571,10161.854,43.082,59.519,169.92,0.529,1.301,0.88,
PHL,Asia,Philippines,12/05/2021,1118359,4812,6400.571,18714,94,130.571,10205.767,43.913,58.409,170.778,0.858,1.192,0.87,
PHL,Asia,Philippines,13/05/2021,1124724,6365,6364.571,18821,107,118.571,10263.852,58.085,58.081,171.754,0.976,1.082,0.87,
PHL,Asia,Philippines,14/05/2021,1131467,6743,6226,18958,137,122.714,10325.386,61.534,56.816,173.004,1.25,1.12,0.88,
PHL,Asia,Philippines,15/05/2021,1138187,6720,6191.143,19051,93,111.714,10386.71,61.324,56.498,173.853,0.849,1.019,0.88,
PHL,Asia,Philippines,16/05/2021,1143963,5776,5996.143,19191,140,102.714,10439.42,52.71,54.719,175.131,1.278,0.937,0.89,
PHL,Asia,Philippines,17/05/2021,1149925,5962,5871.286,19262,71,100,10493.827,54.407,53.579,175.779,0.648,0.913,0.89,
PHL,Asia,Philippines,18/05/2021,1154388,4463,5834.429,19372,110,107.429,10534.555,40.728,53.243,176.782,1.004,0.98,0.9,
PHL,Asia,Philippines,19/05/2021,1159071,4683,5816,19507,135,113.286,10577.291,42.735,53.075,178.014,1.232,1.034,0.9,
PHL,Asia,Philippines,20/05/2021,1165155,6084,5775.857,19641,134,117.143,10632.811,55.521,52.709,179.237,1.223,1.069,0.89,
PHL,Asia,Philippines,21/05/2021,1171403,6248,5705.143,19763,122,115,10689.828,57.017,52.063,180.35,1.113,1.049,0.89,
PHL,Asia,Philippines,22/05/2021,1178217,6814,5718.571,19946,183,127.857,10752.011,62.182,52.186,182.02,1.67,1.167,0.89,
PHL,Asia,Philippines,23/05/2021,1179812,1595,5121.286,19951,5,108.571,10766.566,14.555,46.735,182.066,0.046,0.991,0.89,
PHL,Asia,Philippines,24/05/2021,1184706,4894,4968.714,19983,32,103,10811.227,44.661,45.343,182.358,0.292,0.94,0.93,
PHL,Asia,Philippines,25/05/2021,1188672,3966,4897.714,20019,36,92.429,10847.42,36.192,44.695,182.687,0.329,0.843,0.97,
PHL,Asia,Philippines,26/05/2021,1193976,5304,4986.429,20169,150,94.571,10895.822,48.403,45.504,184.055,1.369,0.863,1.02,
PHL,Asia,Philippines,27/05/2021,1200430,6454,5039.286,20379,210,105.429,10954.719,58.897,45.987,185.972,1.916,0.962,1.05,
PHL,Asia,Philippines,28/05/2021,1209154,8724,5393,20566,187,114.714,11034.331,79.612,49.215,187.678,1.706,1.047,1.08,
PHL,Asia,Philippines,29/05/2021,1216582,7428,5480.714,20722,156,110.857,11102.117,67.785,50.015,189.102,1.424,1.012,1.08,
PHL,Asia,Philippines,30/05/2021,1223627,7045,6259.286,20860,138,129.857,11166.407,64.29,57.12,190.361,1.259,1.185,,
